Age,Birth Place,Birthday,College,Current Status,Current Team,Experience,Height (inches),High School,High School Location,Name,Number,Player Id,Position,Weight (lbs),Years Played
28,"Glendive , MT",6/17/1988,Montana State,Active,Kansas City Chiefs,7th season,76,Dawson Co. HS,"Glendive, MT","Person, Mike",68,mikeperson/2508140,OG,300,
25,"Fort Worth , TX",5/1/1992,Ohio State,Active,Denver Broncos,4th season,71,Peachtree Ridge HS,"Suwanee, GA","Roby, Bradley",29,bradleyroby/2543505,CB,194,
22,"Belle Vernon , PA",10/21/1994,Pittsburgh,Active,Arizona Cardinals,Rookie,77,Belle Vernon Area HS,PA,"Johnson, Dorian",,dorianjohnson/2557857,OG,315,
,,,James Madison,Active,New York Giants,Rookie,70,,,"Abdullah, Khalid",,khalidabdullah/2559314,RB,194,
29,"Fort Bend , TX",10/7/1987,Oklahoma State,Active,Los Angeles Chargers,8th season,77,George Bush HS,"Richmond, TX","Okung, Russell",,russellokung/497032,OT,310,
28,"Lubbock , TX",7/27/1988,Texas A&M,Active,Miami Dolphins,6th season,76,Big Spring HS,TX,"Tannehill, Ryan",17,ryantannehill/2532956,QB,216,
28,"Cleveland , OH",6/4/1989,West Virginia,Active,Philadelphia Eagles,6th season,72,Benedictine HS,"Cleveland, OH","Goode, Najee",,najeegoode/2533016,LB,244,
26,"Akron , OH",7/21/1990,Illinois,Active,Houston Texans,6th season,76,Garfield HS,"Akron, OH","Mercilus, Whitney",59,whitneymercilus/2533049,OLB,265,
28,"Muncie , IN",8/16/1988,Purdue,Active,Washington Redskins,7th season,76,Muncie Central HS,IN,"Kerrigan, Ryan",91,ryankerrigan/2495190,OLB,265,
23,,7/30/1993,Duke,Active,Green Bay Packers,1st season,75,,,"Patrick, Lucas",62,lucaspatrick/2557031,OG,313,
23,,3/4/1994,Arizona,Active,Minnesota Vikings,Rookie,80,,,"Tagaloa, Freddie",,freddietagaloa/2559366,OG,316,
33,"Los Alamitos , CA",5/19/1984,UCLA,Active,Jacksonville Jaguars,12th season,78,Long Beach Polytechnic HS,CA,"Lewis, Marcedes",89,marcedeslewis/2495888,TE,280,
22,"Atlanta , GA",6/25/1994,South Alabama,Active,Los Angeles Rams,Rookie,75,Columbia HS,"Decatur, GA","Everett, Gerald",,geraldeverett/2557889,TE,227,
23,"Topeka , KS",4/25/1994,Miami (Fla.),Active,New York Giants,3rd season,78,Miami Norland HS,FL,"Flowers, Ereck",74,ereckflowers/2552452,OT,329,
21,,6/15/1995,Tennessee,Injured reserve,New England Patriots,Rookie,74,,,"Vereen, Corey",,coreyvereen/2559004,DE,247,
24,"Jackson , GA",8/20/1992,Florida,Active,Oakland Raiders,3rd season,75,Jackson HS,GA,"Ball, Neiron",58,neironball/2552680,OLB,235,
24,,9/29/1992,Toledo,Active,Cincinnati Bengals,1st season,76,H.D. Woodson HS,"Washington, DC","Russell, Alonzo",17,alonzorussell/2556672,WR,206,
25,"Windsor , VA",5/26/1992,James Madison,Active,Chicago Bears,3rd season,77,Isle of Wight Acad. HS,VA,"Brown, Daniel",85,danielbrown/2553900,TE,243,
23,Muscat Oman,11/10/1993,Syracuse,Active,Jacksonville Jaguars,Rookie,73,McEachern HS,"Powder Springs, GA","Etta-Tawo, Amba",,ambaetta-tawo/2559170,WR,198,
31,"Jacksonville , FL",4/8/1986,Purdue,Active,Seattle Seahawks,10th season,75,Clay HS,"Green Cove Springs, FL","Avril, Cliff",56,cliffavril/1330,DE,260,
24,,4/13/1993,Iowa State,Active,Indianapolis Colts,Rookie,78,,,"Thomas, Jhaustin",,jhaustinthomas/2558902,DE,276,
28,"Orlando , FL",12/17/1988,Mississippi State,Active,Chicago Bears,7th season,75,Pahokee HS,FL,"McPhee, Pernell",92,pernellmcphee/2495201,OLB,273,
30,"Miami , FL",11/23/1986,LSU,Active,Green Bay Packers,9th season,75,Miami Carol City HS,"Miami, FL","Jean Francois, Ricky",,rickyjeanfrancois/79583,DT,313,
21,,7/25/1995,Auburn,Active,Detroit Lions,Rookie,77,,,"Swain, Maurice",,mauriceswain/2559262,DT,314,
23,,11/11/1993,Eastern Michigan,Active,Tampa Bay Buccaneers,Rookie,77,,,"Gardner, Cole",,colegardner/2558945,OT,249,
32,"York , PA",3/2/1985,Connecticut,Unsigned free agent,New York Giants,9th season,78,William Penn HS,"York, PA","Beatty, Will",65,willbeatty/2507782,OT,319,
23,"Los Angeles , CA",8/22/1993,Azusa Pacific,Active,Pittsburgh Steelers,1st season,73,Oxnard HS,CA,"Watson, Terrell",,terrellwatson/2553617,RB,240,
28,"Kingsport , TN",11/15/1988,Clemson,Active,Pittsburgh Steelers,6th season,71,Dobyns-Bennett HS,"Kingsport, TN","Sensabaugh, Coty",,cotysensabaugh/2532946,DB,187,
26,Onitsha Nigeria,3/20/1991,Oregon State,Active,New Orleans Saints,3rd season,77,Ayala HS,"Chino, CA","Gwacham, Obum",58,obumgwacham/2552637,DE,246,
24,"Memphis , TN",5/2/1993,Memphis,Active,Tampa Bay Buccaneers,2nd season,73,Millington HS,TN,"Cross, Alan",45,alancross/2556508,RB,245,
22,"Biloxi , MS",9/16/1994,Oklahoma State,Active,Seattle Seahawks,Rookie,72,Parkview HS,"Liburn, GA","Carson, Chris",,chriscarson/2558865,RB,218,
26,"Los Angeles , CA",10/18/1990,UCLA,Active,Atlanta Falcons,4th season,72,Troy HS,"Fullerton, CA","Coleman, Derrick",,derrickcoleman/2534871,RB,233,
26,"Rutherford College , NC",5/5/1991,Clemson,Active,Jacksonville Jaguars,3rd season,75,East Burke HS,"Icard, NC","Shatley, Tyler",69,tylershatley/2550398,OG,306,
22,"Cedar Hill , TX",6/30/1994,Texas A&M,Active,New Orleans Saints,2nd season,71,John Horn HS,"Mesquite, TX","Harris, De'Vante",21,de'vanteharris/2556833,CB,190,
25,"Sarasota , FL",10/14/1991,Florida Atlantic,Active,Atlanta Falcons,2nd season,71,Braden River HS,"Bradenton, FL","Neasman, Sharrod",20,sharrodneasman/2556443,DB,213,
28,"Atlanta , GA",5/11/1989,Auburn,Active,Carolina Panthers,7th season,77,Westlake HS,"Atlanta, GA","Newton, Cam",1,camnewton/2495455,QB,245,
,,,Tennessee State,Active,New York Giants,Rookie,76,Boynton Beach HS,"Boynton Beach, FL","Dunker, Jessamen",,jessamendunker/2559168,OT,318,
24,"Colorado Springs , CO",6/27/1992,Texas,Active,Philadelphia Eagles,3rd season,73,Lakota West HS,"West Chester, OH","Hicks, Jordan",58,jordanhicks/2552315,MLB,236,
23,,2/14/1994,Louisville,Active,Tennessee Titans,Rookie,73,,,"Brown, DeAngelo",,deangelobrown/2559319,DT,317,
21,"Tyler , TX",7/12/1995,Houston,Active,Philadelphia Eagles,Rookie,70,,,"Ward, Greg",,gregward/2559278,WR,174,
24,Naples Italy,4/22/1993,Texas,Active,New York Giants,3rd season,72,John Paul Stevens HS,"San Antonio, TX","Thompson, Mykkele",22,mykkelethompson/2553438,DB,193,
26,"Kenner , LA",11/29/1990,LSU,Active,Miami Dolphins,4th season,73,John Ehret HS,"Marrero, LA","Barrow, Lamin",,laminbarrow/2543727,LB,237,
22,"Fontana , CA",4/4/1995,Oregon State,Active,San Francisco 49ers,Rookie,68,Los Osos HS,"Rancho Cucamonga, CA","Bolden, Victor",,victorbolden/2558912,WR,178,
27,"Baton Rouge , LA",5/16/1990,Tulane,Active,Miami Dolphins,2nd season,73,St. Michael HS,"Baton Rouge, LA","Warmsley, Julius",,juliuswarmsley/2550642,DE,294,
23,,12/21/1993,Boise State,Active,Atlanta Falcons,Rookie,75,,,"Averill, Travis",,travisaverill/2559106,C,295,
22,"Long Beach , CA",1/18/1995,UCLA,Active,Cincinnati Bengals,1st season,77,Los Alamitos HS,"Los Alamitos, CA","Redmond, Alex",62,alexredmond/2556662,OG,294,
27,"Midland , TX",12/28/1989,West Texas A&M,Unsigned free agent,New York Jets,4th season,72,Belton HS,TX,"Robinson, Khiry",31,khiryrobinson/2542022,RB,220,
23,"Dallas , TX",12/4/1993,Louisiana-Monroe,Active,Cleveland Browns,1st season,69,L.V. Bernkner HS,"Richardson, TX","Caldwell, Trey",31,treycaldwell/2556372,DB,185,
23,,11/30/1993,Michigan,Active,Denver Broncos,Rookie,76,,,"Thomas, Dymonte",,dymontethomas/2559293,DB,331,
26,"Cincinnati , OH",4/20/1991,Boston College,Active,Carolina Panthers,6th season,75,Xavier HS,"Cincinnati, OH","Kuechly, Luke",59,lukekuechly/2533056,MLB,238,
25,,1/23/1992,Coastal Carolina,Active,Washington Redskins,2nd season,73,North Augusta HS,SC,"Hazel, Matt",,matthazel/2543792,WR,204,
23,"San Antonio , TX",2/12/1994,Memphis,Active,Denver Broncos,2nd season,79,Trinity Christian Academy HS,"Deltona, FL","Lynch, Paxton",12,paxtonlynch/2555316,QB,244,
24,,7/25/1992,Duke,Active,Kansas City Chiefs,Rookie,76,Flowery Branch HS,"Flowery Branch, GA","Monday, Will",,willmonday/2556621,P,210,
23,,12/25/1993,Iowa,Active,New England Patriots,Rookie,77,,,"Croston, Cole",70,colecroston/2558936,OT,295,
26,"Dayton , OH",3/24/1991,North Dakota State,Active,New York Jets,4th season,71,Hopkins HS,MN,"Williams, Marcus",20,marcuswilliams/2550605,CB,196,
21,"Chicago , IL",12/20/1995,Stanford,Active,San Francisco 49ers,Rookie,75,Coppell HS,"Coppell, TX","Thomas, Solomon",,solomonthomas/2558018,DE,273,
34,"Los Angeles , CA",4/27/1983,Utah State,Active,Oakland Raiders,12th season,76,St. Bernard HS,"Los Angeles, CA","Penn, Donald",72,donaldpenn/2506706,T,315,
29,"San Antonio , TX",9/9/1987,Rice,Active,Minnesota Vikings,7th season,73,Smithson Valley HS,"Spring Branch, TX","Sendejo, Andrew",34,andrewsendejo/2525323,SS,210,
26,"Spartanburg , SC",2/18/1991,Clemson,Active,Detroit Lions,2nd season,75,Paul M. Dorman HS,"Roebuck, SC","Thomas, Brandon",,brandonthomas/2543702,G,317,
,,,Arkansas,Active,New Orleans Saints,1st season,77,Lahainaluina HS,"Maui, HI","Loewen, Mitchell",,mitchellloewen/2556753,DE,275,
23,,9/30/1993,Arkansas-Pine Bluff,Active,Seattle Seahawks,Rookie,72,,,"Coleman, Kyle",,kylecoleman/2557132,LB,231,
26,"South Miami , FL",8/22/1990,Cincinnati,Active,Oakland Raiders,2nd season,73,Coconut Grove HS,FL,"Holton, Johnny",16,johnnyholton/2556805,WR,188,
23,,12/16/1993,Pittsburgh,Active,Pittsburgh Steelers,Rookie,77,Seton-LaSalle HS,"Pittsburgh, PA","Orndoff, Scott",,scottorndoff/2558867,TE,253,
30,"San Diego , CA",3/10/1987,Texas A&M,Active,Green Bay Packers,10th season,78,Taylor HS,"Katy, TX","Bennett, Martellus",,martellusbennett/1062,TE,275,
29,"Griffin , GA",10/16/1987,Western Kentucky,Unsigned free agent,New York Giants,6th season,68,Griffin HS,GA,"Rainey, Bobby",,bobbyrainey/2534571,RB,212,
31,"Richmond , VA",8/30/1985,Virginia Tech,Active,Houston Texans,10th season,76,Hermitage HS,"Richmond, VA","Brown, Duane",76,duanebrown/808,T,315,
30,"San Francisco , CA",12/12/1986,Oregon,Active,Denver Broncos,8th season,70,De La Salle HS,"Concord, CA","Ward, T.J.",43,t.j.ward/494323,SS,200,
28,"Atlanta , GA",5/9/1989,Georgia,Active,Cincinnati Bengals,7th season,77,Chattahoochee HS,"Alpharetta, GA","Boling, Clint",65,clintboling/2495123,G,305,
23,"Galloway , NJ",5/8/1994,Penn State,Active,Tennessee Titans,2nd season,76,St. Augustine Prep HS,"Richland, NJ","Johnson, Austin",94,austinjohnson/2556368,NT,314,
26,"Dover , DE",1/24/1991,Rutgers,Active,New England Patriots,5th season,73,Caesar Rodney HS,"Camden Wyoming, DE","Harmon, Duron",30,duronharmon/2541243,FS,205,
25,"Opelika , AL",12/19/1991,Auburn,Active,Jacksonville Jaguars,3rd season,71,Opelika HS,AL,"Grant, Corey",30,coreygrant/2553650,RB,204,
29,"Katy , TX",10/29/1987,Texas Christian,Active,Cincinnati Bengals,7th season,74,Katy HS,TX,"Dalton, Andy",14,andydalton/2495143,QB,220,
26,"Denver , CO",4/20/1991,Wyoming,Active,Los Angeles Rams,4th season,75,Highlands Ranch HS,CO,"Purcell, Mike",,mikepurcell/2541634,NT,303,
23,"Carson , CA",8/5/1993,Washington,Active,Atlanta Falcons,2nd season,75,Gahr HS,"Cerritos, CA","Perkins, Josh",82,joshperkins/2556444,TE,227,
24,"Indianapolis , IN",4/29/1993,Notre Dame,Active,Houston Texans,2nd season,76,Bishop Chatard HS,"Indianapolis, IN","Martin, Nick",66,nickmartin/2555189,C,299,
23,,6/16/1993,Iowa,Active,Houston Texans,Rookie,69,,,"McCarron, Riley",,rileymccarron/2559211,WR,183,
25,,1/23/1992,Mississippi,Active,Pittsburgh Steelers,Rookie,75,,,"Hooks, Lavon",,lavonhooks/2553537,DT,312,
34,"Burns , OR",6/6/1983,Oregon,Active,Los Angeles Chargers,12th season,74,Burns HS,OR,"Clemens, Kellen",10,kellenclemens/2506895,QB,220,
26,"Deland , FL",11/1/1990,Florida,Active,New England Patriots,4th season,71,DeLand HS,FL,"Gillislee, Mike",35,mikegillislee/2539663,RB,219,
23,,1/17/1994,Portland State,Active,Atlanta Falcons,Rookie,76,,,"Keizur, Cam",,camkeizur/2559115,C,311,
24,,4/1/1993,Arizona,Active,Green Bay Packers,1st season,75,,,"Gilbert, Reggie",93,reggiegilbert/2556537,LB,261,
30,"Birmingham , AL",11/14/1986,Alabama-Birmingham,Active,Carolina Panthers,8th season,76,Wenonah HS,"Birmingham, AL","Webb, Joe",14,joewebb/1037347,QB,235,
26,"Nashville , TN",7/7/1990,Middle Tennessee State,Active,Chicago Bears,5th season,70,Goodpasture Christian School HS,"Madison, TN","Cunningham, Benny",,bennycunningham/2541544,RB,217,
23,"Eugene , OR",8/20/1993,Portland State,Active,Pittsburgh Steelers,1st season,76,Sheldon HS,"Eugene, OR","Canaday, Kameron",,kameroncanaday/2556421,LS,245,
23,"Carrollton , GA",9/20/1993,Auburn,Active,New England Patriots,2nd season,70,Carrollton HS,GA,"Jones, Jonathan",31,jonathanjones/2556571,CB,190,
28,"Orange , CA",12/13/1988,UCLA,Unsigned free agent,Tampa Bay Buccaneers,8th season,70,Mayfair HS,"Lakewood, CA","Verner, Alterraun",21,alterraunverner/494317,CB,187,
30,"Blytheville , AR",7/20/1986,Mississippi,Active,Jacksonville Jaguars,7th season,78,Gosnell HS,AR,"Parnell, Jermey",78,jermeyparnell/2507728,OT,323,
22,"New Orleans , LA",1/18/1995,LSU,Active,Jacksonville Jaguars,Rookie,73,St. Augustine HS,"New Orleans, LA","Fournette, Leonard",,leonardfournette/2557973,RB,235,
25,"Pittsburgh , PA",10/25/1991,Alabama,Active,San Francisco 49ers,4th season,72,Marvin Ridge HS,"Waxhaw, NC","Sunseri, Vinnie",40,vinniesunseri/2543549,DB,210,
28,"North Attleboro , MA",12/11/1988,Connecticut,Active,Kansas City Chiefs,7th season,70,North Attleboro HS,MA,"Sherman, Anthony",42,anthonysherman/2495340,FB,242,
24,"Nashville , TN",3/11/1993,Western Kentucky,Active,San Francisco 49ers,1st season,70,Father Ryan HS,"Nashville, TN","Iworah, Prince Charles",30,princecharlesiworah/2556352,CB,193,
22,"Danville , VA",12/30/1994,Maryland,Active,New Orleans Saints,Rookie,73,,,"Edmunds, Trey",,treyedmunds/2559325,TE,216,
27,"Bixby , OK",6/18/1989,Kansas,Active,Denver Broncos,7th season,70,Bixby HS,OK,"Harris, Chris",25,chrisharris/2530510,CB,199,
24,"Wadsworth , OH",9/15/1992,Washington,Active,Minnesota Vikings,3rd season,70,Gonzaga Prep HS,"Spokane, WA","Sankey, Bishop",,bishopsankey/2543682,RB,209,
26,"San Bernardino , CA",8/7/1990,Wyoming,Active,Jacksonville Jaguars,6th season,71,Justin F. Kimball HS,"Dallas, TX","Gipson, Tashaun",39,tashaungipson/2532848,FS,210,
29,"Greenwood , SC",12/15/1987,Coastal Carolina,Active,Washington Redskins,6th season,72,Greenwood HS,SC,"Norman, Josh",24,joshnorman/2532920,CB,200,
,,,Texas Christian,Active,Tennessee Titans,Rookie,75,Marcus HS,"Flower Mound, TX","Carraway, Josh",,joshcarraway/2557883,OLB,241,
22,,3/21/1995,Pittsburgh,Active,Pittsburgh Steelers,Rookie,74,,,"Galambos, Matt",,mattgalambos/2559355,LB,240,
23,"Belleville , IL",8/29/1993,Southern Illinois,Active,Miami Dolphins,Rookie,75,,,"Allen, Chase",,chaseallen/2559043,LB,225,
26,"Oakland , CA",12/18/1990,Akron,Active,Baltimore Ravens,1st season,76,Lima HS,OH,"Pughsley, Jarrod",,jarrodpughsley/2550386,OG,310,
32,Neuenburg Germany,3/22/1985,South Florida,Unsigned free agent,Arizona Cardinals,10th season,70,Southeast HS,"Bradenton, FL","Jenkins, Mike",43,mikejenkins/2507469,DB,197,
23,,2/16/1994,Mississippi,Active,Buffalo Bills,1st season,71,,,"Elston, Trae",,traeelston/2556849,DB,176,
26,"Williston , ND",3/11/1991,Nebraska,Active,New York Jets,3rd season,79,Williston HS,ND,"Qvale, Brent",79,brentqvale/2550528,T,315,
24,"San Jose , CA",4/10/1993,Sacramento State,Active,San Francisco 49ers,1st season,68,Washington HS,"Fremont, CA","Carter, DeAndre",,deandrecarter/2553502,WR,190,
23,"Cleveland , OH",2/16/1994,Ohio State,Active,Cleveland Browns,2nd season,75,Bedford HS,OH,"Powell, Tyvis",,tyvispowell/2556655,FS,211,
25,Douala Cameroon,12/7/1991,Colorado,Active,Baltimore Ravens,2nd season,78,Montclair Prep HS,"Van Nuys, CA","Nembot, Stephane",67,stephanenembot/2556632,OT,320,
24,"Rockford , MI",12/30/1992,Cincinnati,Active,Kansas City Chiefs,2nd season,78,Rockford HS,MI,"Ehinger, Parker",79,parkerehinger/2555203,OG,310,
23,"Grafton , MA",4/5/1994,Connecticut,Active,Oakland Raiders,Rookie,76,Grafton HS,MA,"Melifonwu, Obi",,obimelifonwu/2558189,SAF,219,
26,"American Fork , UT",1/1/1991,UCLA,Active,Houston Texans,4th season,76,Timepview HS,"Provo, UT","Su'a-Filo, Xavier",71,xaviersu'a-filo/2543666,G,320,
30,"West Palm Beach , FL",8/8/1986,Mount Union,Active,San Francisco 49ers,10th season,72,John J. Leonard HS,"Lake Worth, FL","Garcon, Pierre",,pierregarcon/2346,WR,211,
22,"Keysville , GA",6/23/1994,Auburn,Active,Tampa Bay Buccaneers,2nd season,74,Burke Co. HS,"Waynesboro, GA","Lambert, DaVonte",75,davontelambert/2556585,DE,282,
28,"Los Angeles , CA",4/6/1989,Fresno State,Active,Washington Redskins,7th season,73,Henry J. Kaiser HS,"Fontana, CA","Carter, Chris",,chriscarter/2508126,LB,245,
26,"Scottsdale , AZ",12/22/1990,Stanford,Active,Washington Redskins,4th season,77,Brophy Prep HS,"Phoenix, AZ","Murphy, Trent",93,trentmurphy/2543503,DE,290,
22,"Baltimore , MD",2/13/1995,Virginia Tech,Active,Washington Redskins,2nd season,71,Our Lady of Good Counsel HS,"Olney, MD","Fuller, Kendall",38,kendallfuller/2555349,CB,196,
28,", St. Croix",10/10/1988,East Carolina,Active,Minnesota Vikings,8th season,76,Santa Fe HS,"Alachua, FL","Joseph, Linval",98,linvaljoseph/496802,DT,329,
25,"Danville , IN",12/17/1991,North Carolina,Active,Baltimore Ravens,4th season,77,Plainfield HS,IN,"Hurst, James",74,jameshurst/2550210,T,312,
23,"San Diego , CA",1/27/1994,San Diego State,Active,Atlanta Falcons,Rookie,77,,,"Brunskill, Daniel",,danielbrunskill/2559108,OT,256,
33,"Rock Hill , SC",4/16/1984,South Carolina,Active,Houston Texans,12th season,71,Northwestern HS,"Rock Hill, SC","Joseph, Johnathan",24,johnathanjoseph/2495872,CB,185,
35,"Beltsville , MD",1/30/1982,Penn State,Active,Miami Dolphins,9th season,75,DeMatha HS,"Hyattsville, MD","Wake, Cameron",91,cameronwake/2506314,DE,263,
26,"Chattanooga , TN",2/5/1991,Middle Tennessee State,Active,Dallas Cowboys,2nd season,72,Ooltewah HS,TN,"Seamster, Sammy",,sammyseamster/2550250,DB,205,
25,"Irvine , CA",10/3/1991,Arizona State,Active,Minnesota Vikings,4th season,72,Centennial HS,"Corona, CA","Sutton, Will",,willsutton/2543691,DT,297,
21,,11/6/1995,Temple,Active,Dallas Cowboys,Rookie,70,Elizabeth HS,"Elizabeth, NJ","Thomas, Jahad",,jahadthomas/2559266,RB,190,
28,"Lancaster , PA",1/6/1989,Georgia Tech,Active,Tennessee Titans,8th season,76,Coatesville Area HS,PA,"Morgan, Derrick",91,derrickmorgan/496828,OLB,261,
26,"Bakersfield , CA",10/27/1990,California-Davis,Active,Buffalo Bills,4th season,71,Liberty HS,"Bakersfield, CA","Schmidt, Colton",6,coltonschmidt/2542246,P,224,
22,"Tyler , TX",5/19/1995,Mississippi State,Active,Carolina Panthers,Rookie,73,John Tyler HS,"Tyler, TX","Ross, Fred",,fredross/2558993,WR,213,
22,Lagos Nigeria,8/2/1994,UCLA,Active,Tampa Bay Buccaneers,2nd season,77,Seven Lakes HS,"Katy, TX","Benenoch, Caleb",77,calebbenenoch/2555488,OG,305,
21,,6/25/1995,Memphis,Active,Denver Broncos,Rookie,73,,,"Nelson, Dontrell",,dontrellnelson/2559289,DB,170,
22,,9/11/1994,Arkansas,Active,Oakland Raiders,Rookie,74,Owasso HS,"Owasso, OK","Hatcher, Keon",,keonhatcher/2558950,WR,207,
22,"Birmingham , AL",8/7/1994,Jacksonville State,Active,Los Angeles Chargers,Rookie,74,,,"Jenkins, Eli",,elijenkins/2559194,QB,205,
26,"Virginia Beach , VA",2/23/1991,Syracuse,Active,New York Jets,5th season,69,Ocean Lakes HS,"Virginia Beach, VA","Thomas, Shamarko",,shamarkothomas/2539937,DB,205,
22,,6/12/1994,East Carolina,Active,Arizona Cardinals,Rookie,75,,,"Summers, James",,jamessummers/2559261,RB,218,
36,"Atlanta , GA",2/26/1981,Alabama A&M,Unsigned free agent,Indianapolis Colts,15th season,74,McNair HS,"Atlanta, GA","Mathis, Robert",98,robertmathis/2505566,OLB,245,
27,"Gretna , LA",6/2/1990,Alabama,Active,Seattle Seahawks,5th season,71,Helen Cox HS,"Harvey, LA","Lacy, Eddie",,eddielacy/2540168,RB,234,
24,"Benton , KS",10/15/1992,Oklahoma,Active,Miami Dolphins,3rd season,78,Circle HS,"Towanda, KS","Phillips, Jordan",97,jordanphillips/2552492,DT,335,
26,"Houston , TX",6/27/1990,Houston,Active,Detroit Lions,5th season,71,Lawrence E. Elkins HS,"Missouri City, TX","Hayden, D.J.",,d.j.hayden/2539237,DB,190,
26,"Concord , MA",4/4/1991,Rice,Active,Kansas City Chiefs,4th season,72,Judson HS,"Converse, TX","Gaines, Phillip",23,phillipgaines/2543851,CB,193,
25,"Crystal Lake , IL",10/22/1991,Iowa,Active,Houston Texans,4th season,77,Johnsburg HS,IL,"Fiedorowicz, C.J.",87,c.j.fiedorowicz/2543721,TE,265,
20,"Brooklyn , NY",8/11/1996,Ohio State,Active,Carolina Panthers,Rookie,71,Erasmus Hall HS,"Brooklyn, NY","Samuel, Curtis",,curtissamuel/2558066,WR,197,
23,"Dallas , TX",8/21/1993,Texas A&M,Active,Tampa Bay Buccaneers,4th season,77,Ball HS,"Galveston, TX","Evans, Mike",13,mikeevans/2543468,WR,231,
22,"Carmichael , CA",10/21/1994,Boise State,Active,Tampa Bay Buccaneers,Rookie,72,,,"Sperbeck, Thomas",,thomassperbeck/2558999,WR,180,
25,"Watonga , OK",11/17/1991,Southwestern Oklahoma State,Active,Tennessee Titans,1st season,72,Watonga HS,OK,"Hartfield, Trevon",,trevonhartfield/2556432,DB,195,
23,"Akron , OH",11/9/1993,Tennessee,Active,Oakland Raiders,Rookie,76,,,"Lewis, LaTroy",,latroylewis/2559083,LB,295,
27,Tokyo Japan,4/27/1990,Boston College,Active,Dallas Cowboys,3rd season,79,St. Viator HS,"Arlington Heights, IL","Cleary, Emmett",,emmettcleary/2539974,T,324,
